x,y,color
2022,63,#7feb00
2027,63,#7feb00
2031,63,#7feb00
2036,64,#7feb00
2041,64,#7feb00
2045,64,#7feb00
2050,64,#7feb00
2055,64,#7feb00
2060,64,#7feb00
2065,64,#7feb00
2070,64,#7feb00
2075,64,#7feb00
2080,64,#7feb00
2085,65,#7feb00
2090,65,#7feb00
2096,65,#7feb00
2101,65,#7feb00
2106,65,#7feb00
2111,65,#7feb00
2116,65,#7feb00
2121,65,#7feb00
2126,65,#7feb00
2131,66,#7feb00
2136,66,#7feb00
2141,66,#ff0000
2134,93,#7feb00
2130,93,#7feb00
2126,93,#7feb00
2121,93,#7feb00
2117,93,#7feb00
2113,94,#7feb00
2109,94,#7feb00
2104,93,#7feb00
2100,93,#7feb00
2096,93,#7feb00
2091,93,#7feb00
2087,93,#7feb00
2082,93,#7feb00
2078,93,#7feb00
2073,93,#7feb00
2068,93,#7feb00
2063,92,#7feb00
2058,92,#7feb00
2053,92,#7feb00
2049,92,#7feb00
2044,92,#7feb00
2039,92,#7feb00
2034,92,#7feb00
2029,92,#7feb00
2025,91,#7feb00
2020,91,#ff0000
2015,91,#7feb00
2010,91,#7feb00
2005,91,#ff0000
2000,91,#7feb00
1995,91,#7feb00
1990,91,#7feb00
1985,91,#7feb00
1980,91,#7feb00
1975,90,#7feb00
1971,90,#7feb00
1966,90,#7feb00
1961,90,#7feb00
1956,90,#7feb00
1951,90,#006300
1946,90,#7feb00
1941,90,#7feb00
1936,90,#7feb00
1931,90,#7feb00
1927,89,#7feb00
1922,89,#006300
1917,89,#7feb00
1912,89,#7feb00
1907,89,#006300
1902,89,#7feb00
1897,89,#7feb00
1892,89,#7feb00
1887,89,#7feb00
1882,89,#7feb00
1878,89,#006300
1872,88,#006300
1868,88,#006300
1863,88,#7feb00
1858,88,#7feb00
1853,88,#7feb00
1843,88,#7feb00
1838,88,#7feb00
1833,88,#7feb00
1828,88,#7feb00
1823,88,#ff0000
1819,90,#ff0000
1814,92,#7feb00
1810,94,#7feb00
1805,96,#7feb00
1800,98,#7feb00
1796,100,#7feb00
1791,100,#006300
1781,99,#006300
1753,88,#006300
1748,87,#7feb00
1743,86,#7feb00
1739,86,#ff0000
1734,85,#7feb00
1729,85,#7feb00
1724,85,#7feb00
1719,85,#7feb00
1714,85,#7feb00
1709,85,#7feb00
1704,85,#7feb00
1699,85,#7feb00
1694,85,#7feb00
1690,85,#7feb00
1685,84,#7feb00
1680,84,#7feb00
1676,84,#7feb00
1671,84,#7feb00
1666,84,#7feb00
1662,84,#7feb00
1657,84,#7feb00
1652,84,#7feb00
1648,84,#7feb00
1643,83,#7feb00
1638,83,#7feb00
1633,83,#7feb00
1629,83,#7feb00
1624,83,#7feb00
1619,83,#7feb00
1614,83,#7feb00
1610,83,#7feb00
1605,83,#7feb00
1600,83,#7feb00
1596,82,#7feb00
1591,82,#7feb00
1586,82,#7feb00
1582,82,#7feb00
1577,82,#7feb00
1572,82,#7feb00
1568,82,#7feb00
1563,82,#7feb00
1558,82,#7feb00
1553,82,#7feb00
1549,81,#7feb00
1539,81,#7feb00
1535,81,#7feb00
1530,81,#7feb00
1525,81,#7feb00
1520,81,#7feb00
1516,81,#7feb00
1511,81,#7feb00
1506,81,#7feb00
1501,81,#7feb00
1497,80,#7feb00
1492,80,#7feb00
1487,80,#7feb00
1482,80,#7feb00
1478,80,#7feb00
1473,80,#7feb00
1468,80,#7feb00
1464,80,#7feb00
1459,80,#7feb00
1454,80,#7feb00
1449,79,#7feb00
1445,79,#7feb00
1440,79,#7feb00
1435,79,#7feb00
1430,79,#7feb00
1426,79,#7feb00
1421,79,#7feb00
1416,79,#7feb00
1412,79,#7feb00
1407,79,#7feb00
1402,78,#7feb00
1397,78,#7feb00
1393,78,#7feb00
1383,78,#7feb00
1378,78,#7feb00
1373,78,#7feb00
1369,78,#7feb00
1364,78,#7feb00
1359,78,#7feb00
1355,77,#7feb00
1350,77,#7feb00
1345,77,#7feb00
1340,77,#7feb00
1335,77,#7feb00
1331,77,#7feb00
1326,77,#7feb00
1321,77,#7feb00
1316,77,#7feb00
1311,76,#7feb00
1306,76,#7feb00
1302,76,#7feb00
1297,76,#7feb00
1292,76,#7feb00
1287,76,#7feb00
1282,76,#7feb00
1277,76,#7feb00
1273,76,#7feb00
1268,76,#7feb00
1263,76,#7feb00
1259,75,#7feb00
1254,75,#7feb00
1249,75,#7feb00
1244,75,#7feb00
1240,75,#7feb00
1235,75,#7feb00
1230,75,#7feb00
1225,75,#7feb00
1220,75,#7feb00
1216,74,#7feb00
1211,74,#7feb00
1206,74,#7feb00
1201,74,#7feb00
1196,74,#7feb00
1192,74,#7feb00
1187,74,#7feb00
1182,74,#7feb00
1177,74,#7feb00
1172,74,#7feb00
1168,74,#7feb00
1163,73,#7feb00
1158,73,#7feb00
1153,73,#7feb00
1148,73,#7feb00
1143,73,#7feb00
1139,73,#7feb00
1134,73,#7feb00
1129,73,#7feb00
1124,73,#7feb00
1119,72,#7feb00
1114,72,#7feb00
1109,72,#7feb00
1104,72,#7feb00
1099,72,#7feb00
1095,72,#7feb00
1090,72,#7feb00
1085,72,#7feb00
1075,72,#7feb00
1070,71,#7feb00
1066,71,#7feb00
1061,71,#7feb00
1056,71,#7feb00
1051,71,#7feb00
1046,71,#7feb00
1041,71,#ff0000
1035,71,#7feb00
1030,71,#7feb00
1025,71,#7feb00
1019,70,#7feb00
1014,70,#7feb00
1009,70,#7feb00
1004,70,#7feb00
998,70,#7feb00
993,70,#7feb00
987,70,#7feb00
982,70,#7feb00
977,69,#7feb00
972,69,#006300
967,69,#006300
961,69,#7feb00
956,69,#7feb00
951,69,#7feb00
945,69,#7feb00
940,69,#7feb00
935,69,#7feb00
930,69,#7feb00
924,68,#7feb00
919,68,#7feb00
914,68,#7feb00
909,68,#7feb00
904,68,#7feb00
898,68,#7feb00
893,68,#7feb00
888,68,#7feb00
883,68,#7feb00
877,67,#7feb00
872,67,#7feb00
867,67,#7feb00
861,67,#7feb00
856,67,#7feb00
851,67,#7feb00
846,67,#7feb00
840,67,#7feb00
835,67,#7feb00
830,66,#7feb00
825,66,#7feb00
819,66,#7feb00
814,66,#7feb00
809,66,#7feb00
804,66,#7feb00
798,66,#7feb00
793,66,#7feb00
788,66,#7feb00
783,65,#7feb00
777,65,#7feb00
772,65,#7feb00
767,65,#7feb00
762,65,#006300
756,65,#7feb00
751,65,#7feb00
740,65,#7feb00
735,64,#7feb00
730,64,#7feb00
724,64,#7feb00
719,64,#7feb00
713,64,#7feb00
708,64,#7feb00
703,64,#7feb00
698,64,#7feb00
692,64,#7feb00
687,63,#7feb00
682,63,#7feb00
676,63,#7feb00
671,63,#7feb00
666,63,#7feb00
660,63,#7feb00
655,63,#7feb00
649,63,#7feb00
644,63,#7feb00
639,62,#7feb00
634,62,#7feb00
628,62,#7feb00
623,62,#7feb00
617,62,#7feb00
612,62,#7feb00
607,62,#7feb00
601,62,#7feb00
596,61,#7feb00
591,61,#7feb00
586,61,#7feb00
580,61,#7feb00
575,61,#7feb00
570,61,#7feb00
565,61,#7feb00
559,61,#7feb00
554,61,#7feb00
548,61,#7feb00
543,60,#7feb00
538,60,#7feb00
532,60,#7feb00
527,60,#7feb00
522,60,#7feb00
516,60,#7feb00
511,60,#7feb00
506,60,#7feb00
500,60,#7feb00
495,59,#7feb00
490,59,#7feb00
484,59,#7feb00
479,59,#7feb00
474,59,#7feb00
468,59,#7feb00
463,59,#7feb00
458,59,#7feb00
452,59,#7feb00
447,58,#7feb00
442,58,#7feb00
436,58,#7feb00
431,58,#7feb00
425,58,#7feb00
420,58,#ff0000
415,58,#ff0000
409,58,#ff0000
404,57,#ff0000
399,57,#ff0000
393,57,#ff0000
388,57,#ff0000
383,57,#ff0000
377,57,#ff0000
372,57,#7feb00
367,57,#7feb00
361,57,#7feb00
356,56,#7feb00
351,56,#7feb00
345,56,#7feb00
340,56,#7feb00
335,56,#7feb00
329,56,#7feb00
324,56,#7feb00
319,56,#7feb00
313,56,#7feb00
308,56,#7feb00
303,55,#7feb00
297,55,#7feb00
292,55,#7feb00
286,55,#7feb00
281,55,#7feb00
276,55,#7feb00
270,55,#7feb00
265,55,#7feb00
260,55,#7feb00
254,54,#7feb00
249,54,#ff0000
244,55,#ff0000
263,82,#006300
267,83,#7feb00
272,83,#7feb00
276,83,#7feb00
281,83,#7feb00
285,83,#7feb00
290,83,#006300
294,83,#7feb00
299,83,#7feb00
303,83,#006300
307,84,#7feb00
312,84,#7feb00
316,84,#006300
321,84,#7feb00
325,84,#7feb00
330,84,#006300
335,84,#7feb00
339,84,#7feb00
344,84,#7feb00
348,84,#7feb00
353,85,#7feb00
357,85,#7feb00
362,85,#7feb00
367,85,#7feb00
371,85,#7feb00
376,85,#7feb00
381,85,#ff0000
386,85,#7feb00
390,85,#7feb00
395,85,#7feb00
400,86,#7feb00
405,86,#7feb00
409,86,#7feb00
414,86,#7feb00
419,86,#7feb00
424,86,#7feb00
428,86,#7feb00
433,86,#7feb00
438,86,#7feb00
443,86,#7feb00
448,87,#7feb00
453,87,#7feb00
458,87,#7feb00
463,87,#7feb00
469,87,#ff0000
474,87,#7feb00
479,87,#7feb00
485,87,#7feb00
490,87,#7feb00
495,88,#7feb00
501,88,#7feb00
506,88,#7feb00
511,88,#7feb00
517,88,#7feb00
522,88,#7feb00
528,88,#7feb00
533,88,#7feb00
538,88,#7feb00
543,89,#7feb00
548,89,#7feb00
553,89,#7feb00
558,89,#7feb00
563,89,#7feb00
567,89,#7feb00
572,89,#7feb00
577,89,#7feb00
582,89,#7feb00
586,89,#7feb00
591,90,#7feb00
595,90,#7feb00
600,90,#7feb00
605,90,#7feb00
609,90,#7feb00
614,90,#7feb00
619,90,#7feb00
624,90,#7feb00
628,90,#7feb00
633,90,#7feb00
638,90,#7feb00
643,91,#7feb00
647,91,#7feb00
652,91,#7feb00
657,91,#7feb00
661,91,#7feb00
666,91,#7feb00
671,91,#7feb00
675,91,#7feb00
680,91,#7feb00
685,92,#7feb00
690,92,#7feb00
695,92,#7feb00
699,92,#7feb00
704,92,#7feb00
709,92,#7feb00
713,92,#7feb00
718,92,#7feb00
723,92,#7feb00
727,92,#7feb00
732,93,#7feb00
737,93,#7feb00
742,93,#7feb00
746,93,#7feb00
751,93,#7feb00
756,93,#7feb00
761,93,#7feb00
765,93,#7feb00
770,93,#7feb00
774,93,#7feb00
779,93,#7feb00
784,94,#7feb00
789,94,#7feb00
793,94,#7feb00
798,94,#7feb00
803,94,#7feb00
808,94,#7feb00
812,94,#7feb00
817,94,#7feb00
822,94,#7feb00
826,94,#7feb00
831,95,#7feb00
836,95,#7feb00
840,95,#7feb00
845,95,#7feb00
850,95,#7feb00
854,95,#7feb00
859,95,#7feb00
864,95,#7feb00
869,95,#7feb00
873,95,#7feb00
878,95,#7feb00
883,96,#006300
887,96,#006300
892,96,#006300
897,96,#7feb00
901,96,#7feb00
906,96,#006300
911,96,#006300
915,96,#006300
920,96,#7feb00
925,97,#7feb00
930,97,#7feb00
934,97,#7feb00
939,97,#7feb00
944,97,#7feb00
948,97,#7feb00
953,97,#7feb00
958,97,#7feb00
962,97,#7feb00
967,97,#7feb00
972,98,#7feb00
976,98,#7feb00
981,98,#7feb00
986,98,#7feb00
990,98,#7feb00
995,98,#7feb00
1000,98,#7feb00
1004,98,#7feb00
1009,98,#7feb00
1014,98,#7feb00
1019,98,#7feb00
1023,99,#7feb00
1028,99,#7feb00
1032,99,#7feb00
1037,99,#006300
1042,99,#006300
1046,99,#006300
1051,99,#006300
1056,99,#006300
1061,99,#7feb00
1065,99,#006300
1070,100,#006300
1075,100,#7feb00
1079,100,#006300
1084,100,#006300
1089,100,#7feb00
1093,100,#006300
1098,100,#006300
1103,100,#7feb00
1108,100,#7feb00
1112,100,#7feb00
1117,101,#7feb00
1122,101,#7feb00
1126,101,#7feb00
1131,101,#7feb00
1135,101,#7feb00
1140,101,#7feb00
1145,101,#7feb00
1150,101,#7feb00
1154,101,#7feb00
1159,101,#7feb00
1164,101,#7feb00
1169,102,#7feb00
1173,102,#7feb00
1178,102,#7feb00
1183,102,#7feb00
1187,102,#7feb00
1192,102,#7feb00
1197,102,#7feb00
1201,102,#7feb00
1206,102,#7feb00
1211,103,#7feb00
1215,103,#7feb00
1220,103,#7feb00
1225,103,#7feb00
1229,103,#7feb00
1234,103,#7feb00
1239,103,#7feb00
1243,103,#7feb00
1248,103,#7feb00
1253,103,#7feb00
1257,103,#7feb00
1262,104,#7feb00
1267,104,#7feb00
1271,104,#7feb00
1276,104,#7feb00
1281,104,#7feb00
1285,104,#7feb00
1290,104,#7feb00
1295,104,#7feb00
1299,104,#7feb00
1304,104,#7feb00
1309,105,#7feb00
1313,105,#7feb00
1318,105,#7feb00
1323,105,#7feb00
1327,105,#7feb00
1332,105,#7feb00
1337,105,#7feb00
1341,105,#7feb00
1346,105,#7feb00
1351,106,#7feb00
1355,106,#7feb00
1360,106,#7feb00
1365,106,#7feb00
1369,106,#7feb00
1374,106,#7feb00
1379,106,#7feb00
1384,106,#7feb00
1388,106,#7feb00
1393,106,#7feb00
1398,106,#7feb00
1402,107,#7feb00
1407,107,#7feb00
1412,107,#7feb00
1416,107,#7feb00
1421,107,#7feb00
1426,107,#7feb00
1430,107,#7feb00
1435,107,#7feb00
1440,107,#7feb00
1444,107,#7feb00
1449,107,#7feb00
1454,108,#7feb00
1458,108,#7feb00
1463,108,#7feb00
1468,108,#7feb00
1473,108,#7feb00
1477,108,#7feb00
1482,108,#7feb00
1487,108,#7feb00
1491,108,#7feb00
1496,109,#7feb00
1501,109,#7feb00
1505,109,#7feb00
1510,109,#7feb00
1515,109,#7feb00
1519,109,#7feb00
1524,109,#7feb00
1529,109,#7feb00
1534,109,#7feb00
1539,109,#7feb00
1543,109,#7feb00
1548,110,#7feb00
1553,110,#7feb00
1557,110,#7feb00
1562,110,#7feb00
1567,110,#7feb00
1571,110,#7feb00
1576,110,#7feb00
1581,110,#7feb00
1586,110,#7feb00
1591,111,#7feb00
1595,111,#7feb00
1600,111,#7feb00
1605,111,#7feb00
1610,111,#7feb00
1615,111,#7feb00
1619,111,#7feb00
1624,111,#7feb00
1628,111,#7feb00
1632,111,#7feb00
1637,111,#7feb00
1641,112,#7feb00
1645,112,#7feb00
1650,112,#7feb00
1654,112,#7feb00
1658,112,#7feb00
1662,112,#7feb00
1666,112,#7feb00
1670,112,#7feb00
1674,112,#7feb00
1678,112,#7feb00
1682,112,#7feb00
1686,113,#7feb00
1690,113,#7feb00
1694,113,#7feb00
1698,113,#7feb00
1703,113,#7feb00
1707,113,#7feb00
1711,113,#7feb00
1716,113,#7feb00
1720,113,#7feb00
1725,113,#7feb00
1729,113,#7feb00
1734,113,#7feb00
1738,114,#7feb00
1743,114,#7feb00
1747,114,#7feb00
1752,114,#7feb00
1757,114,#7feb00
1762,114,#7feb00
1767,114,#ff0000
1772,114,#ff0000
1777,114,#7feb00
1782,115,#7feb00
1787,115,#7feb00
1792,115,#7feb00
1797,115,#7feb00
1802,115,#7feb00
1807,115,#7feb00
1812,115,#7feb00
1817,115,#7feb00
1822,115,#7feb00
1827,115,#7feb00
1832,116,#7feb00
1837,116,#7feb00
1841,116,#7feb00
1846,116,#006300
1851,116,#006300
1856,116,#006300
1861,116,#006300
1866,116,#006300
1871,116,#006300
1876,116,#006300
1881,117,#006300
1886,117,#006300
1891,117,#006300
1896,117,#006300
1901,117,#7feb00
1906,117,#7feb00
1911,117,#7feb00
1916,117,#7feb00
1921,117,#7feb00
1926,117,#7feb00
1931,118,#7feb00
1936,118,#7feb00
1941,118,#7feb00
1946,118,#7feb00
1951,118,#7feb00
1956,118,#7feb00
1961,118,#7feb00
1966,118,#7feb00
1971,118,#7feb00
1976,118,#7feb00
1981,119,#7feb00
1987,119,#7feb00
1991,119,#7feb00
1997,119,#7feb00
2002,119,#7feb00
2007,119,#7feb00
2012,119,#7feb00
2017,119,#7feb00
2022,120,#7feb00
2027,120,#7feb00
2032,120,#7feb00
2037,120,#7feb00
2042,120,#7feb00
2048,120,#7feb00
2053,120,#7feb00
2058,120,#7feb00
2063,120,#7feb00
2068,120,#7feb00
2073,121,#7feb00
2078,121,#7feb00
2083,121,#7feb00
2088,121,#7feb00
2094,121,#7feb00
2099,121,#7feb00
2104,121,#7feb00
2109,121,#7feb00
2114,121,#7feb00
2119,122,#7feb00
2125,122,#7feb00
2130,122,#ff0000
2135,122,#ff0000
2141,122,#7feb00
2146,122,#ff0000
2151,122,#ff0000
2157,122,#7feb00
2148,150,#7feb00
2144,150,#7feb00
2139,150,#7feb00
2135,150,#7feb00
2131,150,#7feb00
2127,150,#7feb00
2122,150,#7feb00
2117,150,#7feb00
2112,150,#7feb00
2107,150,#7feb00
2102,149,#7feb00
2097,149,#7feb00
2092,149,#7feb00
2087,149,#7feb00
2082,149,#7feb00
2076,149,#7feb00
2071,149,#7feb00
2066,149,#7feb00
2061,148,#7feb00
2056,148,#7feb00
2051,148,#7feb00
2045,148,#7feb00
2041,148,#7feb00
2035,148,#7feb00
2030,148,#7feb00
2025,148,#7feb00
2014,147,#7feb00
2009,147,#7feb00
2003,147,#7feb00
1998,147,#7feb00
1993,147,#7feb00
1987,147,#7feb00
1982,147,#006300
1977,147,#7feb00
1971,147,#7feb00
1966,146,#7feb00
1961,146,#7feb00
1956,146,#7feb00
1950,146,#7feb00
1945,146,#7feb00
1940,146,#7feb00
1934,146,#006300
1929,146,#006300
1924,146,#7feb00
1918,145,#7feb00
1913,145,#7feb00
1908,145,#7feb00
1903,145,#7feb00
1897,145,#006300
1892,145,#006300
1887,145,#006300
1881,145,#006300
1876,145,#006300
1871,144,#7feb00
1866,144,#006300
1860,144,#006300
1855,144,#7feb00
1850,144,#006300
1839,144,#006300
1834,144,#006300
1828,144,#006300
1823,143,#7feb00
1818,143,#006300
1812,143,#7feb00
1807,143,#7feb00
1802,143,#006300
1797,143,#006300
1791,143,#7feb00
1786,143,#7feb00
1781,143,#7feb00
1775,142,#7feb00
1770,142,#006300
1765,142,#006300
1759,142,#7feb00
1754,142,#7feb00
1749,142,#7feb00
1744,142,#7feb00
1738,142,#7feb00
1733,142,#ff0000
1728,142,#7feb00
1722,141,#7feb00
1717,141,#006300
1712,141,#006300
1707,141,#7feb00
1701,141,#7feb00
1696,141,#006300
1691,141,#006300
1686,141,#7feb00
1682,141,#006300
1677,140,#006300
1673,140,#006300
1669,140,#006300
1666,140,#006300
1661,140,#006300
1657,140,#006300
1653,140,#006300
1649,140,#7feb00
1644,140,#006300
1640,140,#006300
1635,140,#006300
1631,140,#006300
1626,139,#006300
1621,139,#006300
1617,139,#006300
1612,139,#006300
1607,139,#7feb00
1602,139,#7feb00
1597,139,#7feb00
1593,139,#7feb00
1588,139,#7feb00
1583,138,#7feb00
1578,138,#7feb00
1573,138,#7feb00
1568,138,#7feb00
1564,138,#7feb00
1559,138,#7feb00
1554,138,#7feb00
1549,138,#7feb00
1544,138,#006300
1539,138,#006300
1534,137,#7feb00
1525,137,#006300
1520,137,#7feb00
1515,137,#7feb00
1510,137,#7feb00
1505,137,#7feb00
1500,137,#7feb00
1495,137,#7feb00
1490,137,#7feb00
1485,136,#7feb00
1480,136,#7feb00
1475,136,#7feb00
1470,136,#7feb00
1466,136,#006300
1461,136,#7feb00
1456,136,#006300
1451,136,#006300
1446,136,#006300
1441,135,#006300
1435,135,#006300
1430,135,#7feb00
1426,135,#7feb00
1420,135,#7feb00
1416,135,#7feb00
1410,135,#006300
1405,135,#006300
1400,135,#7feb00
1395,135,#7feb00
1390,134,#7feb00
1385,134,#7feb00
1380,134,#7feb00
1374,134,#7feb00
1369,134,#7feb00
1364,134,#006300
1358,134,#006300
1353,134,#006300
1348,134,#006300
1343,133,#006300
1338,133,#006300
1332,133,#7feb00
1327,133,#7feb00
1322,133,#7feb00
1317,133,#006300
1312,133,#7feb00
1307,133,#006300
1302,133,#006300
1297,132,#7feb00
1292,132,#7feb00
1287,132,#006300
1281,132,#006300
1276,132,#7feb00
1271,132,#006300
1266,132,#006300
1261,132,#7feb00
1256,132,#006300
1250,132,#006300
1245,131,#7feb00
1240,131,#006300
1234,131,#006300
1229,131,#7feb00
1224,131,#7feb00
1218,131,#006300
1213,131,#7feb00
1208,131,#006300
1202,130,#7feb00
1192,130,#7feb00
1186,130,#7feb00
1181,130,#006300
1176,130,#7feb00
1170,130,#006300
1165,130,#7feb00
1159,129,#7feb00
1154,129,#7feb00
1149,129,#7feb00
1143,129,#7feb00
1138,129,#7feb00
1132,129,#006300
1127,129,#7feb00
1122,129,#7feb00
1117,129,#7feb00
1111,129,#7feb00
1106,128,#7feb00
1101,128,#7feb00
1096,128,#7feb00
1091,128,#7feb00
1086,128,#7feb00
1081,128,#7feb00
1076,128,#7feb00
1070,128,#7feb00
1066,128,#7feb00
1060,128,#7feb00
1055,127,#7feb00
1050,127,#7feb00
1045,127,#7feb00
1040,127,#7feb00
1035,127,#7feb00
1029,127,#7feb00
1024,127,#7feb00
1019,127,#7feb00
1014,127,#7feb00
1009,126,#7feb00
1004,126,#7feb00
999,126,#7feb00
994,126,#7feb00
989,126,#7feb00
983,126,#7feb00
978,126,#006300
973,126,#7feb00
968,126,#7feb00
963,125,#006300
958,125,#7feb00
953,125,#7feb00
948,125,#7feb00
943,125,#7feb00
937,125,#7feb00
932,125,#7feb00
927,125,#7feb00
922,125,#7feb00
917,124,#7feb00
911,124,#7feb00
906,124,#7feb00
901,124,#7feb00
895,124,#7feb00
890,124,#7feb00
885,124,#7feb00
879,124,#7feb00
874,124,#7feb00
869,123,#7feb00
864,123,#7feb00
858,123,#7feb00
853,123,#7feb00
848,123,#7feb00
843,123,#7feb00
838,123,#7feb00
832,123,#7feb00
827,123,#7feb00
822,123,#7feb00
817,122,#7feb00
812,122,#7feb00
807,122,#7feb00
801,122,#7feb00
796,122,#7feb00
791,122,#7feb00
786,122,#7feb00
781,122,#7feb00
776,122,#7feb00
770,121,#7feb00
765,121,#7feb00
760,121,#7feb00
755,121,#7feb00
749,121,#7feb00
744,121,#7feb00
739,121,#006300
734,121,#7feb00
729,121,#7feb00
724,120,#7feb00
718,120,#7feb00
713,120,#7feb00
708,120,#7feb00
703,120,#7feb00
698,120,#7feb00
693,120,#7feb00
687,120,#7feb00
682,120,#7feb00
677,119,#7feb00
672,119,#7feb00
666,119,#7feb00
661,119,#7feb00
656,119,#7feb00
651,119,#7feb00
646,119,#7feb00
641,119,#7feb00
636,119,#7feb00
630,118,#006300
625,118,#7feb00
620,118,#7feb00
615,118,#7feb00
610,118,#7feb00
604,118,#7feb00
599,118,#7feb00
594,118,#7feb00
589,118,#7feb00
584,118,#7feb00
578,117,#7feb00
573,117,#7feb00
568,117,#7feb00
562,117,#7feb00
557,117,#7feb00
551,117,#7feb00
546,117,#ff0000
541,117,#7feb00
535,116,#ff0000
530,116,#7feb00
525,116,#7feb00
519,116,#7feb00
514,116,#7feb00
509,116,#7feb00
503,116,#7feb00
498,116,#7feb00
493,116,#7feb00
487,116,#7feb00
482,115,#7feb00
477,115,#7feb00
471,115,#ff0000
466,115,#ff0000
461,115,#ff0000
455,115,#ff0000
450,115,#ff0000
444,115,#ff0000
439,114,#ff0000
434,114,#ff0000
428,114,#ff0000
423,114,#ff0000
418,114,#ff0000
412,114,#ff0000
407,114,#ff0000
401,114,#ff0000
395,114,#ff0000
390,113,#ff0000
384,113,#ff0000
378,113,#ff0000
373,113,#ff0000
361,113,#ff0000
355,113,#ff0000
349,113,#ff0000
343,112,#ff0000
337,112,#ff0000
332,112,#7feb00
326,112,#7feb00
321,112,#7feb00
315,112,#7feb00
310,112,#7feb00
304,112,#7feb00
298,112,#7feb00
293,111,#7feb00
287,111,#7feb00
282,111,#7feb00
277,111,#7feb00
272,111,#7feb00
266,111,#ff0000
261,111,#ff0000
256,111,#ff0000
251,111,#ff0000
237,147,#7feb00
240,146,#7feb00
254,141,#006300
257,140,#006300
261,140,#7feb00
265,139,#006300
269,139,#7feb00
272,139,#7feb00
276,139,#7feb00
280,139,#7feb00
284,139,#7feb00
288,139,#7feb00
292,139,#7feb00
296,139,#7feb00
300,140,#006300
304,140,#7feb00
308,140,#7feb00
313,140,#7feb00
317,140,#7feb00
322,140,#006300
326,140,#7feb00
331,140,#7feb00
335,140,#7feb00
340,141,#7feb00
344,141,#7feb00
349,141,#7feb00
353,141,#7feb00
358,141,#7feb00
363,141,#7feb00
367,141,#7feb00
372,141,#7feb00
377,141,#7feb00
382,141,#7feb00
386,142,#7feb00
391,142,#7feb00
396,142,#7feb00
401,142,#7feb00
406,142,#7feb00
410,142,#7feb00
415,142,#7feb00
420,142,#7feb00
425,142,#7feb00
430,142,#7feb00
435,142,#7feb00
440,143,#7feb00
445,143,#7feb00
450,143,#7feb00
455,143,#7feb00
460,143,#7feb00
465,143,#7feb00
470,143,#7feb00
475,143,#7feb00
480,143,#7feb00
485,144,#7feb00
491,144,#7feb00
496,144,#7feb00
502,144,#7feb00
507,144,#7feb00
513,144,#7feb00
518,144,#7feb00
524,144,#7feb00
529,145,#7feb00
534,145,#7feb00
540,145,#006300
545,145,#7feb00
551,145,#7feb00
556,145,#7feb00
562,145,#7feb00
567,145,#7feb00
572,145,#006300
578,146,#7feb00
583,146,#7feb00
589,146,#006300
594,146,#006300
599,146,#7feb00
605,146,#006300
610,146,#006300
615,146,#7feb00
621,147,#006300
626,147,#006300
632,147,#7feb00
637,147,#7feb00
642,147,#7feb00
648,147,#7feb00
653,147,#7feb00
659,147,#006300
664,147,#7feb00
669,147,#7feb00
673,148,#006300
679,148,#7feb00
683,148,#7feb00
688,148,#006300
693,148,#006300
697,148,#006300
702,148,#006300
707,148,#7feb00
711,148,#006300
716,148,#006300
721,148,#7feb00
725,149,#006300
730,149,#006300
735,149,#006300
739,149,#006300
744,149,#006300
749,149,#006300
753,149,#006300
758,149,#006300
763,149,#006300
767,150,#7feb00
772,150,#006300
777,150,#006300
781,150,#7feb00
786,150,#006300
791,150,#006300
795,150,#7feb00
800,150,#7feb00
805,150,#006300
809,150,#7feb00
814,151,#006300
818,151,#7feb00
823,151,#7feb00
828,151,#006300
833,151,#7feb00
837,151,#7feb00
842,151,#006300
847,151,#006300
851,151,#7feb00
856,151,#006300
860,151,#006300
865,152,#7feb00
870,152,#006300
874,152,#006300
879,152,#7feb00
883,152,#006300
888,152,#006300
893,152,#7feb00
897,152,#7feb00
902,152,#7feb00
907,152,#7feb00
911,153,#7feb00
916,153,#7feb00
921,153,#7feb00
925,153,#7feb00
930,153,#7feb00
934,153,#7feb00
939,153,#7feb00
944,153,#7feb00
948,153,#7feb00
953,153,#7feb00
958,153,#7feb00
962,154,#7feb00
967,154,#7feb00
972,154,#7feb00
976,154,#7feb00
981,154,#7feb00
986,154,#7feb00
990,154,#7feb00
995,154,#7feb00
999,154,#7feb00
1004,154,#7feb00
1009,155,#7feb00
1013,155,#7feb00
1018,155,#7feb00
1023,155,#7feb00
1027,155,#7feb00
1032,155,#7feb00
1037,155,#7feb00
1041,155,#7feb00
1046,155,#7feb00
1050,155,#7feb00
1055,156,#7feb00
1060,156,#7feb00
1064,156,#7feb00
1069,156,#7feb00
1074,156,#7feb00
1078,156,#7feb00
1083,156,#7feb00
1088,156,#7feb00
1092,156,#7feb00
1097,156,#7feb00
1102,157,#7feb00
1106,157,#7feb00
1111,157,#7feb00
1115,157,#7feb00
1120,157,#7feb00
1125,157,#7feb00
1129,157,#7feb00
1134,157,#7feb00
1139,157,#7feb00
1143,157,#7feb00
1148,157,#7feb00
1153,158,#7feb00
1157,158,#7feb00
1162,158,#7feb00
1167,158,#7feb00
1171,158,#7feb00
1176,158,#7feb00
1181,158,#7feb00
1185,158,#7feb00
1190,158,#7feb00
